HOG	gene
N0.HOG0010048	RHSIM_Rhsim06G0009500
N0.HOG0010048	Os07g0498800
N0.HOG0010049	AT5G42350
N0.HOG0010049	AT5G42360
N0.HOG0010049	EL10Ac1g01911.1
N0.HOG0010049	HORVU.MOREX.r3.5HG0504400
N0.HOG0010049	Zm00001eb320670
N0.HOG0010049	BPChr01G16908
N0.HOG0010049	TC04G2420
N0.HOG0010049	GWHGERFP007625
N0.HOG0010049	RHSIM_Rhsim06G0005100
N0.HOG0010049	Os09g0555300
N0.HOG0010050	AT5G42480
N0.HOG0010050	EL10Ac1g00550.1
N0.HOG0010050	HORVU.MOREX.r3.6HG0548930
N0.HOG0010050	Zm00001eb208440
N0.HOG0010050	BPChr01G22961
N0.HOG0010050	TC04G2169
N0.HOG0010050	GWHGERFP043518
N0.HOG0010050	RHSIM_Rhsim03G0065600
N0.HOG0010050	RHSIM_Rhsim07G0244600
N0.HOG0010050	Os02g0122400
N0.HOG0010052	AT5G42740
N0.HOG0010052	EL10Ac5g11903.1
N0.HOG0010052	HORVU.MOREX.r3.1HG0007200
N0.HOG0010052	Zm00001eb059230
N0.HOG0010052	BPChr12G25797
N0.HOG0010052	TC09G1332
N0.HOG0010052	GWHGERFP007318
N0.HOG0010052	RHSIM_Rhsim06G0034400
N0.HOG0010052	Os03g0776000
N0.HOG0010052	Os06g0256500
N0.HOG0010054	AT5G43050
N0.HOG0010054	EL10Ac3g05676.1
N0.HOG0010054	EL10Ac3g05723.1
N0.HOG0010054	HORVU.MOREX.r3.2HG0177310
N0.HOG0010054	Zm00001eb078970
N0.HOG0010054	BPChr11G22703
N0.HOG0010054	TC06G1728
N0.HOG0010054	GWHGERFP031748
N0.HOG0010054	RHSIM_Rhsim09G0195800
N0.HOG0010054	Os04g0488600
N0.HOG0010055	AT5G43250
N0.HOG0010055	EL10Ac6g13495.1
N0.HOG0010055	HORVU.MOREX.r3.3HG0237950
N0.HOG0010055	Zm00001eb122050
N0.HOG0010055	BPChr08G03098
N0.HOG0010055	TC04G0692
N0.HOG0010055	GWHGERFP013705
N0.HOG0010055	GWHGERFP013703
N0.HOG0010055	RHSIM_Rhsim12G0026300
N0.HOG0010055	Os01g0183400
N0.HOG0010056	AT5G43430
N0.HOG0010056	EL10Ac3g05029.1
N0.HOG0010056	HORVU.MOREX.r3.6HG0632210
N0.HOG0010056	Zm00001eb087650
N0.HOG0010056	Zm00001eb419600
N0.HOG0010056	BPChr09G12184
N0.HOG0010056	TC02G1416
N0.HOG0010056	GWHGERFP017135
N0.HOG0010056	RHSIM_Rhsim02G0036100
N0.HOG0010056	Os04g0182800
N0.HOG0010058	AT5G44635
N0.HOG0010058	EL10Ac7g17302.1
N0.HOG0010058	HORVU.MOREX.r3.1HG0031730
N0.HOG0010058	Zm00001eb350340
N0.HOG0010058	Zm00001eb284360
N0.HOG0010058	BPChr07G05928
N0.HOG0010058	TC06G1251
N0.HOG0010058	GWHGERFP029817
N0.HOG0010058	RHSIM_Rhsim13G0136200
N0.HOG0010058	Os05g0235800
N0.HOG0010060	AT5G45170
N0.HOG0010060	EL10Ac8g19520.1
N0.HOG0010060	HORVU.MOREX.r3.5HG0422490
N0.HOG0010060	Zm00001eb032640
N0.HOG0010060	BPChr07G29112
N0.HOG0010060	BPChr07G29070
N0.HOG0010060	TC02G0056
N0.HOG0010060	GWHGERFP029501
N0.HOG0010060	RHSIM_Rhsim13G0127700
N0.HOG0010060	Os12g0630700
N0.HOG0010061	AT5G45290
N0.HOG0010061	EL10Ac5g12604.1
N0.HOG0010061	HORVU.MOREX.r3.1HG0058470
N0.HOG0010061	Zm00001eb350790
N0.HOG0010061	Zm00001eb287150
N0.HOG0010061	BPChr02G25636
N0.HOG0010061	TC05G1656
N0.HOG0010061	GWHGERFP014414
N0.HOG0010061	RHSIM_Rhsim07G0141300
N0.HOG0010061	Os05g0389600
N0.HOG0010063	AT5G45420
N0.HOG0010063	EL10As14g24089.1
N0.HOG0010063	HORVU.MOREX.r3.7HG0698910
N0.HOG0010063	Zm00001eb415690
N0.HOG0010063	BPChr02G00308
N0.HOG0010063	TC01G3745
N0.HOG0010063	GWHGERFP041788
N0.HOG0010063	RHSIM_Rhsim01G0229700
N0.HOG0010063	RHSIM_Rhsim07G0122300
N0.HOG0010063	Os08g0159000
N0.HOG0010064	AT5G45610
N0.HOG0010064	EL10Ac5g11927.1
N0.HOG0010064	HORVU.MOREX.r3.6HG0553180
N0.HOG0010064	Zm00001eb208860
N0.HOG0010064	BPChr05G17456
N0.HOG0010064	BPChr05G17563
N0.HOG0010064	TC01G4000
N0.HOG0010064	GWHGERFP041927
N0.HOG0010064	RHSIM_Rhsim07G0134400
N0.HOG0010064	Os02g0128300
N0.HOG0010066	AT5G46570
N0.HOG0010066	EL10Ac5g12157.1
N0.HOG0010066	HORVU.MOREX.r3.1HG0052470
N0.HOG0010066	Zm00001eb024290
N0.HOG0010066	Zm00001eb390580
N0.HOG0010066	BPChr13G10416
N0.HOG0010066	TC09G0369
N0.HOG0010066	GWHGERFP022049
N0.HOG0010066	RHSIM_Rhsim01G0145500
N0.HOG0010066	Os10g0571300
N0.HOG0010067	AT5G47040
N0.HOG0010067	EL10Ac5g12211.1
N0.HOG0010067	HORVU.MOREX.r3.5HG0499120
N0.HOG0010067	Zm00001eb103510
N0.HOG0010067	Zm00001eb319680
N0.HOG0010067	BPChr02G00361
N0.HOG0010067	TC01G3737
N0.HOG0010067	GWHGERFP041781
N0.HOG0010067	RHSIM_Rhsim07G0120800
N0.HOG0010067	Os09g0533400
N0.HOG0010069	AT5G47360
N0.HOG0010069	EL10Ac5g12550.1
N0.HOG0010069	HORVU.MOREX.r3.4HG0395140
N0.HOG0010069	Zm00001eb009290
N0.HOG0010069	BPChr13G32237
N0.HOG0010069	BPChr06G32236
N0.HOG0010069	TC03G2549
N0.HOG0010069	GWHGERFP027897
N0.HOG0010069	RHSIM_Rhsim13G0212900
N0.HOG0010069	Os03g0225300
N0.HOG0010070	AT5G47520
N0.HOG0010070	EL10Ac9g23027.1
N0.HOG0010070	HORVU.MOREX.r3.2HG0121580
N0.HOG0010070	Zm00001eb328530
N0.HOG0010070	BPChr07G32089
N0.HOG0010070	TC07G1667
N0.HOG0010070	TC08G0060
N0.HOG0010070	GWHGERFP018150
N0.HOG0010070	RHSIM_Rhsim02G0096800
N0.HOG0010070	Os07g0634200
N0.HOG0010071	AT5G47690
N0.HOG0010071	EL10Ac8g20267.1
N0.HOG0010071	HORVU.MOREX.r3.7HG0672620
N0.HOG0010071	Zm00001eb280900
N0.HOG0010071	Zm00001eb380840
N0.HOG0010071	BPChr07G10042
N0.HOG0010071	TC07G1691
N0.HOG0010071	GWHGERFP029639
N0.HOG0010071	RHSIM_Rhsim13G0140500
N0.HOG0010071	Os06g0286351
N0.HOG0010073	AT5G48130
N0.HOG0010073	EL10Ac8g19240.1
N0.HOG0010073	HORVU.MOREX.r3.2HG0130630
N0.HOG0010073	Zm00001eb325790
N0.HOG0010073	BPChr11G18381
N0.HOG0010073	TC03G0192
N0.HOG0010073	GWHGERFP000216
N0.HOG0010073	GWHGERFP000868
N0.HOG0010073	RHSIM_Rhsim04G0039200
N0.HOG0010073	Os07g0584200
N0.HOG0010074	AT5G48240
N0.HOG0010074	EL10Ac5g10791.1
N0.HOG0010074	HORVU.MOREX.r3.1HG0015270
N0.HOG0010074	Zm00001eb298370
N0.HOG0010074	BPChr11G03795
N0.HOG0010074	TC01G1934
N0.HOG0010074	GWHGERFP007715
N0.HOG0010074	GWHGERFP005391
N0.HOG0010074	RHSIM_Rhsim04G0007200
N0.HOG0010074	Os11g0266000
N0.HOG0010075	AT5G48330
N0.HOG0010075	EL10Ac3g06200.1
N0.HOG0010075	HORVU.MOREX.r3.6HG0572980
N0.HOG0010075	Zm00001eb205920
N0.HOG0010075	BPChr08G16128
N0.HOG0010075	TC12G1777
N0.HOG0010075	GWHGERFP005338
N0.HOG0010075	RHSIM_Rhsim06G0182900
N0.HOG0010075	RHSIM_Rhsim06G0181900
N0.HOG0010075	Os02g0197500
N0.HOG0010079	AT5G49530
N0.HOG0010079	EL10Ac2g03464.1
N0.HOG0010079	EL10Ac7g17738.1
N0.HOG0010079	HORVU.MOREX.r3.3HG0294260
N0.HOG0010079	Zm00001eb269010
N0.HOG0010079	BPChr06G21281
N0.HOG0010079	TC11G0570
N0.HOG0010079	GWHGERFP009725
N0.HOG0010079	RHSIM_Rhsim03G0093700
N0.HOG0010079	Os08g0268550
N0.HOG0010080	AT5G49550
N0.HOG0010080	EL10Ac2g04409.1
N0.HOG0010080	HORVU.MOREX.r3.6HG0574860
N0.HOG0010080	Zm00001eb234970
N0.HOG0010080	BPChr07G32584
N0.HOG0010080	TC01G0109
N0.HOG0010080	GWHGERFP012706
N0.HOG0010080	RHSIM_Rhsim10G0068900
N0.HOG0010080	RHSIM_Rhsim08G0078400
N0.HOG0010080	Os02g0190900
N0.HOG0010081	AT5G49580
N0.HOG0010081	EL10Ac3g05553.1
N0.HOG0010081	HORVU.MOREX.r3.5HG0529410
N0.HOG0010081	Zm00001eb211330
N0.HOG0010081	BPChr05G21103
N0.HOG0010081	BPChr05G21158
N0.HOG0010081	TC06G1385
N0.HOG0010081	GWHGERFP004244
N0.HOG0010081	RHSIM_Rhsim04G0242200
N0.HOG0010081	Os03g0832900
N0.HOG0010082	AT5G49970
N0.HOG0010082	EL10Ac1g01097.1
N0.HOG0010082	HORVU.MOREX.r3.6HG0597660
N0.HOG0010082	Zm00001eb027880
N0.HOG0010082	BPChr04G27223
N0.HOG0010082	TC03G2983
N0.HOG0010082	TC03G2986
N0.HOG0010082	GWHGERFP006799
N0.HOG0010082	RHSIM_Rhsim06G0074900
N0.HOG0010082	Os10g0377800
N0.HOG0010083	AT5G50230
N0.HOG0010083	EL10Ac7g18034.1
N0.HOG0010083	HORVU.MOREX.r3.5HG0510100
N0.HOG0010083	Zm00001eb057050
N0.HOG0010083	BPChr06G25445
N0.HOG0010083	TC08G2565
N0.HOG0010083	GWHGERFP015970
N0.HOG0010083	RHSIM_Rhsim08G0181600
N0.HOG0010083	RHSIM_Rhsim12G0170400
N0.HOG0010083	Os03g0746600
N0.HOG0010084	AT5G50290
N0.HOG0010084	EL10Ac5g10729.1
N0.HOG0010084	HORVU.MOREX.r3.1HG0062460
N0.HOG0010084	Zm00001eb023730
N0.HOG0010084	BPChr04G23857
N0.HOG0010084	BPChr08G01398
N0.HOG0010084	TC08G2465
N0.HOG0010084	GWHGERFP011558
N0.HOG0010084	RHSIM_Rhsim08G0173900
N0.HOG0010084	Os05g0409100
N0.HOG0010085	AT5G50300
N0.HOG0010085	EL10Ac7g18069.1
N0.HOG0010085	HORVU.MOREX.r3.4HG0342080
N0.HOG0010085	Zm00001eb112150
N0.HOG0010085	Zm00001eb167810
N0.HOG0010085	BPChr04G00489
N0.HOG0010085	TC08G2585
N0.HOG0010085	GWHGERFP011429
N0.HOG0010085	RHSIM_Rhsim08G0184600
N0.HOG0010085	Os11g0427700
N0.HOG0010086	AT5G50320
N0.HOG0010086	EL10Ac7g18073.1
N0.HOG0010086	HORVU.MOREX.r3.2HG0176660
N0.HOG0010086	Zm00001eb079280
N0.HOG0010086	Zm00001eb425150
N0.HOG0010086	BPChr04G00446
N0.HOG0010086	TC09G0886
N0.HOG0010086	GWHGERFP015992
N0.HOG0010086	RHSIM_Rhsim12G0172100
N0.HOG0010086	Os04g0484900
N0.HOG0010087	AT5G50350
N0.HOG0010087	EL10As4g23466.1
N0.HOG0010087	HORVU.MOREX.r3.7HG0720830
N0.HOG0010087	Zm00001eb388520
N0.HOG0010087	BPChr04G04436
N0.HOG0010087	TC08G2594
N0.HOG0010087	TC09G0877
N0.HOG0010087	GWHGERFP015996
N0.HOG0010087	RHSIM_Rhsim12G0172400
N0.HOG0010087	Os06g0609800
N0.HOG0010088	AT5G50375
N0.HOG0010088	EL10Ac5g11023.1
N0.HOG0010088	HORVU.MOREX.r3.4HG0341810
N0.HOG0010088	Zm00001eb265520
N0.HOG0010088	BPChr04G14223
N0.HOG0010088	TC08G2614
N0.HOG0010088	GWHGERFP019050
N0.HOG0010088	GWHGERFP011380
N0.HOG0010088	RHSIM_Rhsim08G0188600
N0.HOG0010088	Os11g0302500
N0.HOG0010089	AT5G50410
N0.HOG0010089	EL10Ac5g11418.1
N0.HOG0010089	HORVU.MOREX.r3.7HG0683950
N0.HOG0010089	Zm00001eb175120
N0.HOG0010089	BPChr11G07367
N0.HOG0010089	TC08G2625
N0.HOG0010089	GWHGERFP011366
N0.HOG0010089	RHSIM_Rhsim08G0190100
N0.HOG0010089	RHSIM_RhsimUnG0231000
N0.HOG0010089	Os08g0531200
N0.HOG0010091	AT5G51150
N0.HOG0010091	EL10Ac5g12571.1
N0.HOG0010091	HORVU.MOREX.r3.2HG0145500
N0.HOG0010091	Zm00001eb322080
N0.HOG0010091	Zm00001eb322110
N0.HOG0010091	BPChr11G26348
N0.HOG0010091	TC05G1588
N0.HOG0010091	GWHGERFP031825
N0.HOG0010091	RHSIM_Rhsim09G0188500
N0.HOG0010091	Os07g0494900
N0.HOG0010092	AT5G51170
N0.HOG0010092	EL10Ac7g17720.1
N0.HOG0010092	HORVU.MOREX.r3.6HG0599760
N0.HOG0010092	Zm00001eb249040
N0.HOG0010092	BPChr11G26331
N0.HOG0010092	TC01G0521
N0.HOG0010092	TC01G0523
N0.HOG0010092	GWHGERFP008851
N0.HOG0010092	RHSIM_Rhsim03G0157100
N0.HOG0010092	Os02g0651000
N0.HOG0010093	AT5G51220
N0.HOG0010093	EL10Ac3g05878.1
N0.HOG0010093	HORVU.MOREX.r3.2HG0144110
N0.HOG0010093	Zm00001eb105230
N0.HOG0010093	Zm00001eb321690
N0.HOG0010093	BPChr01G18258
N0.HOG0010093	TC07G2125
N0.HOG0010093	GWHGERFP008823
N0.HOG0010093	RHSIM_Rhsim03G0161700
N0.HOG0010093	Os07g0490300
N0.HOG0010094	AT5G51290
N0.HOG0010094	EL10Ac3g05869.1
N0.HOG0010094	HORVU.MOREX.r3.6HG0600500
N0.HOG0010094	Zm00001eb186450
N0.HOG0010094	BPChr01G18254
N0.HOG0010094	BPChr01G18263
N0.HOG0010094	TC05G0188
N0.HOG0010094	GWHGERFP008810
N0.HOG0010094	RHSIM_Rhsim03G0162800
N0.HOG0010094	Os02g0656200
N0.HOG0010095	AT5G51660
N0.HOG0010095	EL10Ac3g05779.1
N0.HOG0010095	HORVU.MOREX.r3.2HG0105650
N0.HOG0010095	Zm00001eb086790
N0.HOG0010095	BPChr11G07220
N0.HOG0010095	BPChr11G07182
N0.HOG0010095	TC06G1934
N0.HOG0010095	GWHGERFP008711
N0.HOG0010095	RHSIM_Rhsim03G0172000
N0.HOG0010095	Os04g0252200
N0.HOG0010096	AT5G51670
N0.HOG0010096	EL10Ac3g05780.1
N0.HOG0010096	HORVU.MOREX.r3.5HG0537110
N0.HOG0010096	Zm00001eb210430
N0.HOG0010096	BPChr11G07334
N0.HOG0010096	TC06G1940
N0.HOG0010096	TC06G1939
N0.HOG0010096	GWHGERFP008710
N0.HOG0010096	RHSIM_Rhsim03G0172100
N0.HOG0010096	Os03g0858600
N0.HOG0010097	AT5G51880
N0.HOG0010097	EL10Ac3g05740.1
N0.HOG0010097	HORVU.MOREX.r3.4HG0413390
N0.HOG0010097	Zm00001eb001360
N0.HOG0010097	BPChr11G07398
N0.HOG0010097	TC06G1761
N0.HOG0010097	GWHGERFP031753
N0.HOG0010097	RHSIM_Rhsim09G0195200
N0.HOG0010097	RHSIM_Rhsim03G0175100
N0.HOG0010097	Os03g0119000
N0.HOG0010098	AT5G52100
N0.HOG0010098	EL10Ac3g05696.1
N0.HOG0010098	HORVU.MOREX.r3.1HG0078980
N0.HOG0010098	Zm00001eb001140
N0.HOG0010098	BPChr08G07614
N0.HOG0010098	TC06G1688
N0.HOG0010098	GWHGERFP008652
N0.HOG0010098	RHSIM_Rhsim03G0177300
N0.HOG0010098	Os03g0117000
N0.HOG0010098	Os03g0118600
N0.HOG0010099	AT5G52520
N0.HOG0010099	EL10Ac2g03345.1
N0.HOG0010099	HORVU.MOREX.r3.2HG0150730
N0.HOG0010099	Zm00001eb300750
N0.HOG0010099	BPunChr33739
N0.HOG0010099	BPChr10G21589
N0.HOG0010099	TC02G3253
N0.HOG0010099	GWHGERFP031700
N0.HOG0010099	RHSIM_Rhsim09G0200200
N0.HOG0010099	Os07g0165000
N0.HOG0010101	AT5G53060
N0.HOG0010101	EL10Ac3g05258.1
N0.HOG0010101	HORVU.MOREX.r3.7HG0711850
N0.HOG0010101	Zm00001eb278100
N0.HOG0010101	Zm00001eb382660
N0.HOG0010101	BPChr12G29183
N0.HOG0010101	TC08G1333
N0.HOG0010101	GWHGERFP031626
N0.HOG0010101	RHSIM_Rhsim09G0206600
N0.HOG0010101	Os06g0342500
N0.HOG0010102	AT5G54090
N0.HOG0010102	EL10Ac3g05139.1
N0.HOG0010102	HORVU.MOREX.r3.1HG0050110
N0.HOG0010102	Zm00001eb220610
N0.HOG0010102	BPChr02G18970
N0.HOG0010102	BPChr02G19016
N0.HOG0010102	TC06G2756
N0.HOG0010102	GWHGERFP008233
N0.HOG0010102	RHSIM_Rhsim03G0218100
N0.HOG0010102	Os10g0509000
N0.HOG0010103	AT5G54260
N0.HOG0010103	EL10Ac4g08052.1
N0.HOG0010103	HORVU.MOREX.r3.7HG0715110
N0.HOG0010103	HORVU.MOREX.r3.2HG0207380
N0.HOG0010103	Zm00001eb069270
N0.HOG0010103	BPChr09G08317
N0.HOG0010103	TC02G1769
N0.HOG0010103	GWHGERFP000481
N0.HOG0010103	RHSIM_RhsimUnG0258300
N0.HOG0010103	Os04g0635900
N0.HOG0010104	AT5G54660
N0.HOG0010104	EL10Ac4g07990.1
N0.HOG0010104	HORVU.MOREX.r3.1HG0067870
N0.HOG0010104	Zm00001eb352720
N0.HOG0010104	Zm00001eb291920
N0.HOG0010104	BPChr06G09579
N0.HOG0010104	TC05G2852
N0.HOG0010104	GWHGERFP000535
N0.HOG0010104	RHSIM_RhsimUnG0253700
N0.HOG0010104	Os05g0500500
N0.HOG0010106	AT5G54880
N0.HOG0010106	EL10Ac4g07838.1
N0.HOG0010106	HORVU.MOREX.r3.2HG0195440
N0.HOG0010106	Zm00001eb026290
N0.HOG0010106	Zm00001eb219850
N0.HOG0010106	BPChr04G02680
N0.HOG0010106	TC05G2938
N0.HOG0010106	GWHGERFP004966
N0.HOG0010106	RHSIM_Rhsim06G0216400
N0.HOG0010106	Os03g0568600
N0.HOG0010107	AT5G54980
N0.HOG0010107	EL10Ac4g07795.1
N0.HOG0010107	HORVU.MOREX.r3.6HG0579870
N0.HOG0010107	Zm00001eb240120
N0.HOG0010107	BPChr04G21885
N0.HOG0010107	TC05G2969
N0.HOG0010107	TC03G2268
N0.HOG0010107	GWHGERFP004946
N0.HOG0010107	RHSIM_Rhsim06G0218300
N0.HOG0010107	Os02g0219900
N0.HOG0010108	AT5G55000
N0.HOG0010108	EL10Ac1g01242.1
N0.HOG0010108	HORVU.MOREX.r3.4HG0401280
N0.HOG0010108	Zm00001eb403220
N0.HOG0010108	BPChr14G05479
N0.HOG0010108	TC09G0703
N0.HOG0010108	GWHGERFP010128
N0.HOG0010108	RHSIM_Rhsim03G0052400
N0.HOG0010108	Os10g0438000
N0.HOG0010108	Os03g0157500
N0.HOG0010110	AT5G55100
N0.HOG0010110	EL10Ac4g07766.1
N0.HOG0010110	HORVU.MOREX.r3.3HG0282790
N0.HOG0010110	Zm00001eb155750
N0.HOG0010110	Zm00001eb360910
N0.HOG0010110	BPChr04G21892
N0.HOG0010110	TC05G2992
N0.HOG0010110	GWHGERFP004914
N0.HOG0010110	RHSIM_Rhsim06G0220200
N0.HOG0010110	Os01g0698100
N0.HOG0010111	AT5G55500
N0.HOG0010111	EL10Ac4g07632.1
N0.HOG0010111	EL10Ac4g07633.1
N0.HOG0010111	HORVU.MOREX.r3.7HG0679180
N0.HOG0010111	Zm00001eb034690
N0.HOG0010111	BPChr08G01408
N0.HOG0010111	TC05G2663
N0.HOG0010111	GWHGERFP004848
N0.HOG0010111	RHSIM_Rhsim06G0225600
N0.HOG0010111	Os08g0503800
N0.HOG0010112	AT5G55810
N0.HOG0010112	EL10Ac1g00341.1
N0.HOG0010112	HORVU.MOREX.r3.6HG0628830
N0.HOG0010112	Zm00001eb191530
N0.HOG0010112	BPChr05G31675
N0.HOG0010112	TC06G0513
N0.HOG0010112	GWHGERFP004805
N0.HOG0010112	RHSIM_Rhsim06G0229900
N0.HOG0010112	Os09g0347900
N0.HOG0010112	Os02g0814900
N0.HOG0010113	AT5G56290
N0.HOG0010113	EL10Ac4g07494.1
N0.HOG0010113	HORVU.MOREX.r3.7HG0678290
N0.HOG0010113	Zm00001eb034080
N0.HOG0010113	Zm00001eb199560
N0.HOG0010113	BPChr05G31817
N0.HOG0010113	TC06G0679
N0.HOG0010113	GWHGERFP000706
N0.HOG0010113	RHSIM_Rhsim04G0006500
N0.HOG0010113	Os08g0500100
N0.HOG0010115	AT5G56460
N0.HOG0010115	EL10Ac4g10391.1
N0.HOG0010115	HORVU.MOREX.r3.4HG0401630
N0.HOG0010115	Zm00001eb004440
N0.HOG0010115	BPChr07G24866
N0.HOG0010115	TC02G2711
N0.HOG0010115	GWHGERFP027650
N0.HOG0010115	RHSIM_Rhsim13G0233500
N0.HOG0010115	Os10g0431900
N0.HOG0010115	Os03g0159100
N0.HOG0010116	AT5G56590
N0.HOG0010116	EL10Ac8g18364.1
N0.HOG0010116	HORVU.MOREX.r3.3HG0287680
N0.HOG0010116	Zm00001eb153770
N0.HOG0010116	BPChr11G07034
N0.HOG0010116	BPChr08G27489
N0.HOG0010116	TC10G1512
N0.HOG0010116	GWHGERFP025577
N0.HOG0010116	RHSIM_Rhsim05G0027600
N0.HOG0010116	Os01g0739700
N0.HOG0010117	AT5G56900
N0.HOG0010117	EL10Ac8g19209.1
N0.HOG0010117	HORVU.MOREX.r3.5HG0475920
N0.HOG0010117	Zm00001eb311020
N0.HOG0010117	BPChr08G27598
N0.HOG0010117	BPChr11G06785
N0.HOG0010117	TC10G1759
N0.HOG0010117	GWHGERFP025411
N0.HOG0010117	RHSIM_Rhsim05G0020500
N0.HOG0010117	Os09g0364000
N0.HOG0010118	AT5G56930
N0.HOG0010118	EL10Ac8g19187.1
N0.HOG0010118	HORVU.MOREX.r3.3HG0267080
N0.HOG0010118	Zm00001eb160100
N0.HOG0010118	BPChr03G15682
N0.HOG0010118	TC05G0974
N0.HOG0010118	GWHGERFP012176
N0.HOG0010118	GWHGERFP025398
N0.HOG0010118	RHSIM_Rhsim05G0018400
N0.HOG0010118	Os01g0572100
N0.HOG0010119	AT5G57000
N0.HOG0010119	EL10Ac7g16367.1
N0.HOG0010119	HORVU.MOREX.r3.5HG0475770
N0.HOG0010119	Zm00001eb310990
N0.HOG0010119	BPChr03G15679
N0.HOG0010119	TC05G0381
N0.HOG0010119	GWHGERFP010872
N0.HOG0010119	GWHGERFP025394
N0.HOG0010119	RHSIM_Rhsim05G0017200
N0.HOG0010119	Os09g0363700
N0.HOG0010120	AT5G57090
N0.HOG0010120	EL10Ac8g19282.1
N0.HOG0010120	HORVU.MOREX.r3.7HG0739640
N0.HOG0010120	Zm00001eb389260
N0.HOG0010120	BPChr05G00146
N0.HOG0010120	BPChr01G13748
N0.HOG0010120	TC12G0438
N0.HOG0010120	GWHGERFP021899
N0.HOG0010120	RHSIM_Rhsim01G0120600
N0.HOG0010120	Os06g0660200
N0.HOG0010121	AT5G57770
N0.HOG0010121	EL10Ac8g18869.1
N0.HOG0010121	HORVU.MOREX.r3.2HG0178600
N0.HOG0010121	Zm00001eb078470
N0.HOG0010121	Zm00001eb425800
N0.HOG0010121	BPChr01G00064
N0.HOG0010121	TC10G0700
N0.HOG0010121	GWHGERFP020787
N0.HOG0010121	RHSIM_Rhsim01G0012300
N0.HOG0010121	Os04g0498000
N0.HOG0010122	AT5G57850
N0.HOG0010122	EL10Ac2g04056.1
N0.HOG0010122	HORVU.MOREX.r3.6HG0575120
N0.HOG0010122	Zm00001eb237500
N0.HOG0010122	BPChr01G23253
N0.HOG0010122	TC01G1725
N0.HOG0010122	GWHGERFP019499
N0.HOG0010122	GWHGERFP020581
N0.HOG0010122	RHSIM_Rhsim02G0181200
N0.HOG0010122	Os02g0273100
N0.HOG0010123	AT5G57930
N0.HOG0010123	EL10Ac5g11747.1
N0.HOG0010123	EL10Ac6g14952.1
N0.HOG0010123	HORVU.MOREX.r3.6HG0612770
N0.HOG0010123	Zm00001eb190190
N0.HOG0010123	BPChr12G22371
N0.HOG0010123	TC08G2290
N0.HOG0010123	GWHGERFP042492
N0.HOG0010123	RHSIM_Rhsim07G0168000
N0.HOG0010123	Os02g0732900
N0.HOG0010126	AT5G58030
N0.HOG0010126	EL10Ac4g09955.1
N0.HOG0010126	HORVU.MOREX.r3.5HG0531060
N0.HOG0010126	Zm00001eb271220
N0.HOG0010126	BPChr12G22278
N0.HOG0010126	TC03G2868
N0.HOG0010126	TC10G1049
N0.HOG0010126	GWHGERFP012332
N0.HOG0010126	RHSIM_Rhsim04G0120400
N0.HOG0010126	Os01g0708600
N0.HOG0010131	AT5G59865
N0.HOG0010131	EL10Ac7g15974.1
N0.HOG0010131	HORVU.MOREX.r3.4HG0387120
N0.HOG0010131	HORVU.MOREX.r3.7HG0747040
N0.HOG0010131	Zm00001eb139710
N0.HOG0010131	BPChr08G15323
N0.HOG0010131	TC11G2232
N0.HOG0010131	GWHGERFP030450
N0.HOG0010131	RHSIM_Rhsim13G0086000
N0.HOG0010131	Os01g0974701
N0.HOG0010132	AT5G60160
N0.HOG0010132	EL10Ac4g09407.1
N0.HOG0010132	HORVU.MOREX.r3.5HG0479970
N0.HOG0010132	Zm00001eb158840
N0.HOG0010132	BPChr04G14204
N0.HOG0010132	BPChr06G30320
N0.HOG0010132	TC08G2608
N0.HOG0010132	GWHGERFP011394
N0.HOG0010132	RHSIM_Rhsim08G0187700
N0.HOG0010132	Os12g0236500
N0.HOG0010135	AT5G60590
N0.HOG0010135	EL10Ac7g18241.1
N0.HOG0010135	HORVU.MOREX.r3.4HG0398890
N0.HOG0010135	Zm00001eb007760
N0.HOG0010135	BPChr10G24045
N0.HOG0010135	TC01G2750
N0.HOG0010135	GWHGERFP023377
N0.HOG0010135	RHSIM_Rhsim13G0094100
N0.HOG0010135	RHSIM_Rhsim01G0217400
N0.HOG0010135	Os03g0201600
N0.HOG0010137	AT5G60720
N0.HOG0010137	EL10Ac9g22558.1
N0.HOG0010137	HORVU.MOREX.r3.1HG0015750
N0.HOG0010137	Zm00001eb210350
N0.HOG0010137	BPChr11G07146
N0.HOG0010137	TC01G2418
N0.HOG0010137	GWHGERFP030313
N0.HOG0010137	GWHGERFP029763
N0.HOG0010137	RHSIM_Rhsim13G0097800
N0.HOG0010137	Os03g0859900
N0.HOG0010138	AT5G60750
N0.HOG0010138	EL10Ac5g12851.1
N0.HOG0010138	HORVU.MOREX.r3.6HG0557970
N0.HOG0010138	Zm00001eb032160
N0.HOG0010138	BPChr08G24191
N0.HOG0010138	BPChr02G13036
N0.HOG0010138	TC01G3179
N0.HOG0010138	GWHGERFP008488
N0.HOG0010138	RHSIM_Rhsim03G0196400
N0.HOG0010138	Os06g0505400
N0.HOG0010141	AT5G60960
N0.HOG0010141	EL10Ac5g12946.1
N0.HOG0010141	HORVU.MOREX.r3.2HG0127140
N0.HOG0010141	Zm00001eb108830
N0.HOG0010141	BPChr11G28659
N0.HOG0010141	TC05G0831
N0.HOG0010141	GWHGERFP015739
N0.HOG0010141	RHSIM_Rhsim12G0149700
